Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
18.11.2018,0.86,0.27,39.11,25.48,9.14,23.48,1.83,72.17,969.22,2.55,0
19.11.2018,0.82,0.28,37.54,27.57,10.84,28.98,1.97,72.58,957.82,2.79,0
20.11.2018,0.73,0.34,29.74,28.8,19.29,30.45,1.51,74.4,954.27,2.19,0
21.11.2018,0.72,0.41,5.69,38.76,34.82,34.3,1.48,81.73,962.23,1,139.13
22.11.2018,0.79,0.55,2.46,42.28,80.89,38.61,2.31,91.21,967.78,1,0
23.11.2018,0.76,0.5,3.02,35.5,52.36,19.57,2.48,92.02,965.87,1.43,546.12
24.11.2018,0.94,0.37,36.99,35.19,18.75,16.4,6.84,80.42,962.87,1.68,462.9
25.11.2018,0.7,0.37,12.53,31.31,19.85,16.07,3.26,90.91,957.29,1.16,366.61
26.11.2018,0.81,0.36,5.2,33.29,30.86,15.02,3.89,90.6,955.93,1.11,692.6
27.11.2018,0.79,0.39,8.77,30.34,19.97,11.62,4.02,88.5,966.75,0.81,853.43
28.11.2018,1.05,0.48,8.73,36.03,52.1,18.7,4.09,84.95,972.04,0.68,20.07
29.11.2018,1.02,0.58,3,36.38,80.1,36.46,4.01,88.46,968.71,1.1,0
30.11.2018,1.1,0.62,39.63,44.36,98.91,23.16,5.47,85.87,965.69,1.07,438.65
01.12.2018,0.72,0.26,42.56,28.81,6.51,12.15,7.38,83.31,966.93,1.6,92.2
02.12.2018,0.6,0.22,54.57,19.29,2.35,7.81,8.17,82,961.56,2.28,1008.8
03.12.2018,0.53,0.18,80.07,13.01,4.02,5.36,11.91,80.78,960.73,3.57,534.2
04.12.2018,0.53,0.21,72.15,21.95,6.36,5.88,9.41,82.4,969.52,2.14,515.3
05.12.2018,0.75,0.35,24.77,39.21,34.28,18.65,7.86,88.22,972.61,1.24,2.35
06.12.2018,0.71,0.35,31.73,40.46,29.79,13.15,9.93,82.55,971,1.1,326.6
07.12.2018,0.63,0.23,77.47,20.75,10.02,11.25,10.76,73.46,965.95,2.68,175.95
08.12.2018,0.54,0.15,79.28,6.39,0.77,6.19,7.26,65.8,965.97,4.91,158.13
09.12.2018,0.53,0.15,87.86,5.43,0.54,5.26,7.49,76.64,960.5,5.31,466.11
10.12.2018,0.65,0.2,64.26,21.8,6.63,6.6,5.32,78.29,971.96,1.68,217.72
11.12.2018,1.02,0.31,59.25,49.47,31.24,11.45,3.16,76.73,972.5,1.12,53.27
12.12.2018,1.33,0.42,39.28,45,36.86,20.68,0.45,78.44,969.62,2.13,0
13.12.2018,0.93,0.32,41.25,28.04,17.42,14.93,0.63,65.5,962.56,2.28,0
14.12.2018,1.08,0.27,34.01,27.52,11.61,24.26,-0.29,65.98,966.1,3,0
15.12.2018,1.33,0.28,36.35,29.53,6.96,28.08,-0.67,66.37,970.23,2.19,0
16.12.2018,0.99,0.31,45.73,37.18,9.58,17.68,1.51,90.11,963.59,1.48,294.9
17.12.2018,0.9,0.36,25.66,41.13,22.85,14.7,3.47,89.52,971.67,0.83,28.57
18.12.2018,0.9,0.38,6.33,47.28,39.1,18.33,0.76,90.98,973.12,1.28,0
19.12.2018,1.34,0.43,31.87,50.75,54.28,21.09,2.45,85.77,966.89,1.18,146.73
20.12.2018,0.9,0.23,56.13,22.64,4.39,10.49,6.34,73.4,968.66,2.52,53.42
21.12.2018,0.76,0.21,59.3,19.43,4.78,8.29,7.55,75.87,967.67,3.75,577.3
22.12.2018,0.66,0.17,64.49,8.73,1.02,4.99,10.64,79.06,970.41,3.91,362.7
23.12.2018,0.68,0.18,60.5,10.46,1.2,5.91,9.83,82.02,973.17,2.93,740.32
24.12.2018,0.76,0.22,63.39,22.02,6.74,6,7.63,83.35,975.24,2.39,635.68
25.12.2018,0.9,0.27,31.51,27.31,6.1,15.04,2.01,85.42,982.5,1.06,0
26.12.2018,0.84,0.25,30.61,24.05,4.71,21.66,0.95,81.23,980.5,0.79,0
27.12.2018,0.85,0.3,16.9,30.23,13.18,24.88,0.42,84.75,976.38,0.87,0
28.12.2018,0.97,0.32,42.58,28.48,16.28,20.4,2.1,83.71,977.04,0.9,0
29.12.2018,0.97,0.26,43.47,21.32,4.34,22.85,1.79,77.82,981.41,1.07,0
30.12.2018,1.13,0.28,21.47,25.07,6.42,21.26,3.55,81.39,982.84,1.13,14.15
31.12.2018,1.04,0.27,51.41,26.82,6.6,14.57,5.19,89.67,982.43,1.13,438.8
01.01.2019,0.93,0.21,54.8,11.8,2,15.66,5.08,80.92,979.98,1.63,22.1
02.01.2019,0.97,0.19,69.83,16.76,1.78,10.13,3.12,70.37,980.92,1.93,105.75
03.01.2019,1.65,0.28,57.96,44.88,19.23,12.42,-0.13,68.77,984.41,0.99,0.65
04.01.2019,1.65,0.28,50.57,38.86,11.2,17.27,1.05,66.57,983.45,1.09,0
05.01.2019,1.03,0.24,47.64,22.97,3.3,14.95,1.39,81.18,980.5,1.49,477.88
06.01.2019,0.89,0.22,35.03,17.5,2.94,9.34,2.71,88.72,980.26,1.19,874.52
07.01.2019,0.97,0.28,32.99,30.18,13.88,14.43,2.93,86.8,980.78,0.97,112.75
08.01.2019,0.76,0.22,60.88,14.62,1.73,10.78,3.08,84.3,971.29,2.84,577
09.01.2019,0.67,0.21,61.11,21.74,4.18,7.8,1.87,83.66,964.53,1.86,433.67
10.01.2019,0.9,0.28,34.52,38.9,12.78,11.88,-0.05,88.96,970.01,0.82,471.65
11.01.2019,0.97,0.28,44.46,32.87,11.49,15.25,-0.25,80.57,974.08,1.16,130.92
12.01.2019,0.91,0.24,65.71,21.11,3.36,13.31,2.09,82.49,973.35,1.89,366.05
13.01.2019,0.74,0.17,65.69,7.28,0.71,4.32,4.19,86.54,963.51,4.3,1131.63
14.01.2019,0.79,0.2,64.8,19.32,3.15,6.6,4.79,84.11,963.06,2.52,423.93
15.01.2019,0.94,0.26,56.07,34.42,12.78,10.44,3.44,78.07,971.72,1.27,0
16.01.2019,1.08,0.32,51.33,44.29,25.43,13.15,2.87,74.19,964.54,1.64,0
17.01.2019,0.95,0.2,65.8,15.94,2.56,10.08,6.01,67.73,960.34,3.42,84.42
18.01.2019,1.1,0.24,67.12,30.41,12.46,9.47,1.44,67.68,966.1,1.88,53.22
19.01.2019,1.51,0.33,46.2,43.72,17.92,21.92,-0.93,73.43,963.34,1.2,0
20.01.2019,1.89,0.46,15.38,47.58,26.68,35.23,-0.55,76.84,962.6,1.5,0
21.01.2019,1.75,0.48,15.74,45.29,30.97,42.33,0.84,75.03,966.6,1.62,0
22.01.2019,1.41,0.38,34.57,43.3,12.96,37.17,-0.16,74.04,958.71,0.92,0
23.01.2019,1.36,0.33,36.52,39.42,17.39,33.56,-1.13,70.92,946.94,1.27,0
24.01.2019,1.27,0.3,45.04,31.08,8.8,31.22,-0.76,71.06,956.47,1.54,27.73
25.01.2019,1.22,0.31,45.93,38.58,16,28.82,-0.89,58.54,965.2,1.29,0
26.01.2019,0.89,0.26,58.25,32.69,4.89,14.83,1.73,73.42,963.13,2.25,150.1
27.01.2019,0.75,0.2,76.37,17.98,1.9,9.15,4.3,77.47,947.05,3.21,269.47
28.01.2019,0.58,0.18,68.14,13.21,2.64,7.13,1.83,76.07,951.84,3.75,72.7
29.01.2019,0.73,0.25,62.07,29.59,11.8,9.87,1.82,67.28,954.69,1.1,87.6
30.01.2019,0.74,0.22,73.97,22.75,3.28,11.34,1.81,58.83,947.06,3.41,0
31.01.2019,0.84,0.25,57.36,38.84,11.85,9.42,0.57,69.17,946.41,1.5,91.58
01.02.2019,1.28,0.41,35.5,59.78,49.77,20.77,3.21,75.47,940.67,1.11,175.15
02.02.2019,1.02,0.38,24.99,44.9,25.38,22.26,2.8,91.57,945.83,0.91,133.28
03.02.2019,0.89,0.3,48.12,28.53,5.28,13.45,1.63,91.93,963.39,0.86,880.27
04.02.2019,0.97,0.37,42.34,39.84,21.31,20.06,0.05,83.93,976.05,1.09,48.25
05.02.2019,1.19,0.4,29.22,55.15,24.93,32.06,-0.77,84.7,976.76,1.35,0
06.02.2019,1.14,0.39,25.14,56.27,25.63,35.19,-1.57,85.44,974.97,0.92,0
07.02.2019,1.01,0.32,57.43,45.92,16.01,24.42,1.06,85.51,968.25,1.23,510.63
08.02.2019,0.94,0.3,54.07,49.11,17.64,13.86,4.02,75.43,968.15,1.18,0
09.02.2019,0.86,0.21,76.62,18.63,1.71,9.46,7.52,64.26,964.88,3.58,46.78
10.02.2019,0.83,0.19,88.06,16.27,1.92,8.79,6.8,66.88,957.5,3.38,152.62
11.02.2019,0.72,0.18,82.1,15.49,2.2,6.54,3.36,78.85,969.61,2.69,255.25
12.02.2019,0.99,0.24,62.37,30.67,8.39,11.75,3.56,70.06,982.43,1.29,0
13.02.2019,1.56,0.38,31.88,52.13,35.56,20.5,2.99,67.39,984.15,1.33,0
14.02.2019,2.26,0.55,17.32,63.4,66.51,31.04,4.58,69.5,983.98,0.76,0
15.02.2019,2.13,0.5,25.66,61.48,62.9,33.45,5.18,68.76,980.72,0.57,0
16.02.2019,1.84,0.43,52.62,54.41,40.83,21.24,6.17,62.48,978,0.7,0
17.02.2019,2.25,0.44,50.15,56.92,38.3,16.43,6.65,58.15,974.68,0.61,0
18.02.2019,2.33,0.42,35.91,66.94,45.72,22.51,6.83,56.39,970.5,0.72,0
19.02.2019,1.7,0.37,69.53,49.27,17.55,25.32,8.13,59.15,970.79,1.2,0
20.02.2019,1.77,0.38,67.17,54.33,29.64,28.76,7.65,61.76,973.28,0.91,0
21.02.2019,1.93,0.37,50.77,60.36,33.35,33.14,8.48,58.47,977.34,0.88,0
22.02.2019,1.54,0.33,52.13,41.94,17.93,34.78,9.22,65.86,981.44,1.32,46.6
23.02.2019,1.25,0.23,73.71,15.72,3.47,16.9,6.63,57.37,982.22,2.32,0
24.02.2019,1.85,0.25,55.21,27.49,6.05,14.27,5.11,45.38,983.14,1.33,0
25.02.2019,2,0.34,59.26,45.87,20.82,21.25,7.4,49.03,982.99,1.32,0
26.02.2019,1.72,0.4,53.26,52.21,31.82,31.96,8.24,63.48,981.36,0.91,0
27.02.2019,1.87,0.46,52.59,58.95,40.4,32.11,9.26,56.86,975.85,0.86,0
28.02.2019,1.57,0.34,102.42,33.12,21.13,28.03,11.05,53.83,970.77,2.2,0
01.03.2019,0.9,0.19,82.69,12.91,2.8,7.71,8.41,73.39,967.48,3.51,378.02
02.03.2019,0.89,0.2,66.22,12.59,1.95,12.58,8.44,69.99,968.68,1.98,0
03.03.2019,0.94,0.19,81.96,10.31,1.05,8.92,10.7,55.95,965.68,2.96,0
04.03.2019,0.98,0.2,89.87,15.86,3.1,9.69,8.85,54.95,956.78,4.17,132.7
05.03.2019,0.92,0.19,85.86,12.12,2.56,7.89,8.49,52.89,962.4,3.88,62.88
06.03.2019,1.8,0.32,58.85,51.57,27.76,13.96,8.5,52.86,957.07,1.16,0
07.03.2019,1.04,0.23,83.17,22.94,4.68,9.14,9.02,60.6,955.27,3.41,191.78
08.03.2019,0.87,0.2,82.8,17.69,4,6.66,7.92,66.83,966.74,2.99,262.82
09.03.2019,0.83,0.19,79.22,8.84,0.99,6.82,9.48,68.79,970.72,4.18,111.7
10.03.2019,0.8,0.16,88.59,5.92,0.81,6.25,10.89,73.98,966.31,4.79,498.28
11.03.2019,0.83,0.19,89.59,14.88,12.17,8.35,4.56,67.14,972.73,3.07,126.57
12.03.2019,1.07,0.24,77.79,38.48,35.97,11.37,5.87,51.17,970.55,1.62,0
13.03.2019,0.81,0.18,96.28,11.16,2.69,6.98,6.03,66.43,964.4,4.1,304.8
14.03.2019,0.76,0.24,76.58,19.63,7.87,6.02,4.91,79.59,963.46,4.57,709.8
15.03.2019,0.78,0.17,72.98,11.39,3.14,4.93,8.73,84.34,964.83,4.18,838.06
16.03.2019,0.86,0.16,84.31,8.26,1.33,6.08,12.79,53.89,965.47,3.89,13.27
17.03.2019,1.03,0.18,90.13,10.76,1.47,6.49,9.43,56.4,959.94,2.55,164.42
18.03.2019,0.88,0.2,84.87,21.11,6.15,7.03,4.9,70.55,969.31,2,46.52
19.03.2019,1.21,0.3,75.49,43.85,23.12,15.57,4.49,68.62,975.08,1.28,111.73
20.03.2019,1.55,0.29,83.37,39.3,19.5,18.23,5.85,53.44,980.04,2.09,0
21.03.2019,1.6,0.29,83.88,36.39,13.33,20.56,7.56,48.9,979.01,1.7,0
22.03.2019,1.82,0.41,77.53,61.23,28.23,31.97,9.69,55.13,977.75,0.78,0
23.03.2019,1.87,0.38,114.75,49.69,14.12,24.34,11.62,48.34,975.78,0.51,0
24.03.2019,1.97,0.36,132.03,35.69,7.31,31.49,11.87,50.76,972.25,1.08,0
25.03.2019,1.35,0.26,91.57,19.93,3.9,26.45,8.84,55.07,971.58,1.84,96.8
26.03.2019,1.37,0.23,81.21,27.35,11.96,12.86,6.1,56.19,976.68,1.7,54.22
27.03.2019,1.72,0.27,81.57,33.6,15.92,19.3,6.88,54.23,978.13,2.74,0
28.03.2019,1.42,0.26,83.61,27.17,11.16,18.72,8.85,52.85,978.5,2.32,0
29.03.2019,1.6,0.27,75.32,34.22,12.85,23.28,10.88,54.05,976.36,1.41,0
30.03.2019,1.8,0.34,110.71,42.48,10.89,22.24,11.88,48.44,972.45,0.76,0
31.03.2019,1.85,0.34,117.54,35.25,7.59,21.73,12.94,45.23,967.87,1.38,0
01.04.2019,1.97,0.31,97.44,38.5,12.36,35.01,12.78,51.5,965.1,1.73,0
02.04.2019,1.52,0.33,118.73,36.97,14.57,36.62,13.57,53.13,960.04,1.11,51.52
03.04.2019,1.17,0.21,104.77,14.34,2.65,11.79,10.26,58.49,952.95,2.16,0
04.04.2019,0.98,0.24,80.87,35.96,12.48,7.28,3.23,88.84,950.31,1.2,1044.78
05.04.2019,0.92,0.26,78.25,34.31,19.2,12.17,5.7,73.36,953.52,0.94,0
06.04.2019,0.53,0.33,71.51,37.21,12.11,23.55,8.12,70.35,952.56,1.06,0
07.04.2019,0.47,0.26,89.2,17.76,3.54,14.28,10.2,67.93,955.07,1.66,0
08.04.2019,0.48,0.22,81.69,18.94,4.62,9.65,11.11,61.78,959.67,1.06,0
09.04.2019,0.51,0.28,82.05,32.59,14.49,13.49,10.64,77.29,958.8,0.93,475.58
10.04.2019,0.56,0.3,60.6,27.49,12.62,24.1,9.6,82.29,958.94,1.61,52.7
11.04.2019,0.78,0.29,56.34,28.17,18.08,41.19,9.29,69.05,963.62,2.15,14.47
12.04.2019,0.93,0.28,77.06,30.43,12.6,34.89,7.91,56.67,966.18,1.59,0
13.04.2019,0.81,0.26,75.48,18.86,3.5,33.63,6.81,62.04,966.15,1.86,221.53
14.04.2019,0.58,0.27,47.16,19.97,4.18,20.59,3.13,90.73,967.7,0.85,1000.55
15.04.2019,0.86,0.34,83.28,31.53,13.76,25.69,8.41,70.09,968.15,1.36,0
16.04.2019,0.82,0.32,99.42,29.07,13.33,21.67,10.97,66.51,967.14,1.17,53.9
17.04.2019,0.78,0.29,104.18,26.27,8.93,13.09,13.36,68.02,969.49,1.5,136.65
18.04.2019,1.3,0.31,118.21,33.86,8.93,20.32,15.23,42.65,970.06,1.61,0
19.04.2019,1.04,0.3,130.59,20.85,2.79,15.95,16.37,44.12,974.19,1.12,0
20.04.2019,1.23,0.28,126.36,20.44,4.3,13.97,16.99,39.91,973.55,1.58,0
21.04.2019,1.32,0.27,112.62,18.69,2.09,13.62,17.13,35.99,966.48,1.75,0
22.04.2019,1.37,0.28,107.44,21.07,2.27,20.1,17.09,40.34,955.59,1.84,0
23.04.2019,1.13,0.32,97.41,32.95,10.04,24.43,18.2,39.23,948.21,1.64,0
24.04.2019,1.23,0.25,95.19,30.34,11.33,16.05,15.65,51.3,953.8,1.66,0
25.04.2019,0.8,0.18,95.76,15.58,3.85,14.84,14.8,50.64,958.04,2.81,0
26.04.2019,0.42,0.19,93.96,20.03,4.63,6.4,8.12,79.48,965.66,1.97,643.9
27.04.2019,0.41,0.17,86.81,9.2,1.4,6.62,9.24,75.63,968.26,2.73,321.55
28.04.2019,0.41,0.16,88.51,6.6,1.02,5.59,6.78,72.68,969.9,1.92,202.52
29.04.2019,0.39,0.21,63.26,19.57,5.1,10.81,7.82,75.3,970.68,1.05,78.78
30.04.2019,0.43,0.27,57.57,29.34,10.35,16.21,9.94,73.56,968.59,0.73,1.77
01.05.2019,0.66,0.25,111.93,20.1,4.94,16.04,11.75,62.67,964.81,1.76,9.12
02.05.2019,0.65,0.24,106.46,29.39,9.53,16.77,12.09,68.08,961.28,1.36,211.93
03.05.2019,0.39,0.2,71.02,17.53,4.39,7.29,10.21,78.58,961.08,1.8,123.65
04.05.2019,0.39,0.18,82.49,11.88,1.86,9.24,7.61,79.08,958.29,1.96,315.97
05.05.2019,0.48,0.19,81.57,12.24,2.13,8.99,4.94,72.86,965.13,1.66,187.33
06.05.2019,0.59,0.28,69.63,28.72,10.65,12.03,6.68,59.65,969.2,0.92,0.75
07.05.2019,0.73,0.24,96.44,27.06,10.65,13.07,9.83,53.28,966.07,1.01,0
08.05.2019,0.49,0.27,93.71,41.85,17.07,11.39,10.16,83.43,957.16,1.53,910.57
09.05.2019,0.39,0.17,84.7,12.02,4.92,7.29,11.35,70.72,955.21,3.42,116.35
10.05.2019,0.4,0.2,77.07,23.42,6.66,7.44,12.46,73.82,961.64,1.57,302.57
11.05.2019,0.44,0.16,86.03,7.78,1.22,6.75,11.88,74.58,963.5,3.51,266.07
12.05.2019,0.55,0.18,94.01,9.11,1.73,10.44,10.21,57.73,976.6,1.66,0.03
13.05.2019,0.59,0.19,83.77,18.36,7.14,12.65,10.28,57.12,978.98,2.12,0
14.05.2019,0.8,0.21,98.77,17.83,6.43,12.59,10.38,44.03,974.63,2.34,0
15.05.2019,0.66,0.19,79.21,15.78,5.68,13.33,9.33,53.85,969.4,2.37,0
16.05.2019,0.92,0.22,66.05,27.15,14,19.83,10.17,59.84,962.36,1.8,0
17.05.2019,0.87,0.23,106.61,26.71,12.69,21.8,13.14,66.31,955.72,1.37,86.48
18.05.2019,0.75,0.22,102.34,18.13,2.41,15.1,14.34,70.89,954.87,0.71,122.35
19.05.2019,0.68,0.18,100.16,8.74,1.01,8.28,14.27,78.7,954.46,0.93,259.62
20.05.2019,0.53,0.23,69.62,33.78,14.76,11.11,12.11,91.77,956.63,1.71,1078.15
21.05.2019,0.49,0.22,76.58,22.53,6.09,11.9,12.16,88.69,963.37,2.02,692.52
22.05.2019,0.57,0.19,109.11,22.86,7.15,13.49,15.27,62.06,967.92,1.08,164.2
23.05.2019,0.79,0.21,113.62,24.97,7.23,14.43,16.13,52.69,967.19,1.48,0
24.05.2019,1.65,0.24,115.14,42.78,18.82,19.48,17.61,53.68,964.09,1.12,0
25.05.2019,0.81,0.23,104,19.43,3.01,15.88,15.62,74.43,965.33,1.07,213.82
26.05.2019,0.73,0.21,108.72,13.86,2.2,14.46,16.81,65.66,965.58,0.77,0
27.05.2019,1.41,0.23,96.22,32.89,16.91,12.78,17.76,59.28,960.48,1.19,0
28.05.2019,0.54,0.16,67.25,12.39,3.72,8.72,13.32,74.64,960.22,2.2,242.85
29.05.2019,0.58,0.2,66.73,18.78,7.19,8.48,11.67,79.7,969.42,1.16,250.46
30.05.2019,0.78,0.2,107.59,16.44,3.23,11.63,14.54,63.72,975.06,0.87,0
31.05.2019,0.81,0.19,89.35,17.28,6.75,9.97,18.48,50.23,974.48,1.37,0
01.06.2019,1.46,0.2,97.04,24.33,10.78,11.3,20.85,49.75,971.23,1.37,0
02.06.2019,0.95,0.27,113.67,17.67,2.86,12.75,22.46,48.13,967.36,0.84,0
03.06.2019,1.12,0.21,117.62,24.29,6.48,18.06,22.95,52.67,965.7,1.44,0
04.06.2019,1.09,0.26,116.44,29.29,10.41,18.85,24.44,49.61,961.06,1.08,0
05.06.2019,1.07,0.25,119.88,29.17,7.67,20.06,25.16,41.57,956.62,1.99,0
06.06.2019,0.46,0.17,79.49,13.27,3.59,9.54,15.37,62.2,963.7,2.19,0
07.06.2019,0.65,0.2,101.22,17.95,10.58,17.68,17.11,63.44,962.9,2.01,49.93
08.06.2019,0.69,0.15,103.77,8.18,1.37,8.58,18.4,40.42,972.53,2.46,0
09.06.2019,0.82,0.2,64.97,17.76,3.03,11.02,15.41,68.4,970.77,1.11,310.85
10.06.2019,0.79,0.19,83.26,14.19,2.68,12.49,15.33,89.41,964.58,0.81,602.05
11.06.2019,0.64,0.21,89.79,24.2,8.69,12.14,14.54,82.05,961.08,1.26,206.93
12.06.2019,0.61,0.19,86.23,16.04,4.19,12.47,16.19,68.76,961.34,1.56,199.78
13.06.2019,0.7,0.19,102.8,20.49,5.21,33.54,19.25,51.76,964.83,0.92,0
14.06.2019,1.04,0.23,116.18,29.18,10.56,21.93,21.51,54.64,964.04,1.95,8.5
15.06.2019,0.92,0.16,108.47,11.8,3.69,17.55,20.28,61.86,965.41,1.95,209.47
16.06.2019,0.83,0.16,90.99,8.81,2.17,6.79,17.87,68,970.9,1.31,22.38
17.06.2019,1.06,0.22,109.42,22.33,9.44,20.38,20.22,64.83,967.8,1.98,0
18.06.2019,1.09,0.24,117.74,27.72,11.65,26.05,22.58,59.86,965.08,1.11,0
19.06.2019,1.08,0.19,121.54,19.79,5.78,47.39,24.11,47.68,962.1,1.68,22.42
20.06.2019,1.1,0.21,91,22.51,9.33,10.2,19.5,71.79,964.84,1.55,163.57
21.06.2019,1.12,0.21,71.46,21.72,10.18,15.13,19.65,72.63,966.95,1.51,103.97
22.06.2019,1.18,0.21,70.79,18.35,5.66,13.29,18.09,87.45,966.32,0.87,341.18
23.06.2019,1.32,0.19,94.33,11.26,2.5,8.86,20.96,70.25,966.98,1.49,78.3
24.06.2019,1.61,0.25,107.36,25.88,7.83,14.49,24.35,60.49,968.22,1.61,0
25.06.2019,1.85,0.29,147.69,30.53,7.59,22.27,26.86,58.7,969.69,1.08,0
26.06.2019,1.82,0.33,152.81,33.47,6.96,35.3,28.88,53.31,972.54,0.82,0
27.06.2019,1.73,0.33,157.97,32.5,6.68,45.41,29.32,55.66,971.79,1.13,0
28.06.2019,1.8,0.22,128.62,24.02,5.66,16.26,27.05,40.62,970.53,1.92,0
29.06.2019,1.87,0.21,138.02,19.98,2.72,14.51,26.42,44.06,967.79,2.25,0
30.06.2019,1.95,0.26,145.3,20.17,2.41,23.3,28.74,48.17,967.32,1,0
01.07.2019,1.63,0.21,117.58,22.15,3.97,24.88,28.77,46.12,967.25,1.89,0
02.07.2019,1.51,0.21,108.7,21.92,6.51,16.81,23.19,69.13,968.43,1.52,157.55
03.07.2019,1.59,0.2,117.35,19.79,5.31,16.81,22.65,51.59,968.69,1.9,0
04.07.2019,1.54,0.23,132.44,26.18,5.43,16.32,23.09,44.88,969.3,1.62,0
05.07.2019,1.66,0.28,145.89,35.79,6.8,23.53,25.13,44.64,967.31,0.9,0
06.07.2019,1.68,0.25,121.78,31.89,5.6,24.11,22.77,56.44,963.83,1.45,86.85
07.07.2019,1.34,0.18,125.42,14.42,3.3,11.06,22.8,61.97,962.87,2.04,122.07
08.07.2019,1.24,0.19,89.49,18.76,6.87,14.41,20.79,63.81,965.7,1.8,0
09.07.2019,1.19,0.18,101.69,17.43,5.63,14.34,19.35,52.41,966.35,2.21,0
10.07.2019,1.19,0.18,101.87,21.41,6.78,11.01,18.78,44.53,967.51,1.75,0
11.07.2019,1.53,0.27,78.77,41.57,10.62,15.45,18.4,62.45,965.38,0.93,132.3
12.07.2019,1.17,0.22,100.31,26.66,8.79,15.49,19.58,67.36,964.15,2.13,49.15
13.07.2019,1.02,0.15,93.53,9.13,2.02,8.64,19.53,57.46,967.04,1.49,72.37
14.07.2019,1.17,0.16,94.52,10.23,1.93,10.47,19.08,61.45,964.71,1.9,151.43
15.07.2019,1.13,0.19,87.71,18.3,6.96,11.5,18.58,68.13,964.81,1.58,67.92
16.07.2019,1.37,0.21,123.65,21.75,5.32,14.23,20.94,54.07,966.26,1.06,0
17.07.2019,1.41,0.22,125.56,25.26,4.8,15,22.43,46.09,963.79,0.85,0
18.07.2019,1.45,0.22,136.25,27.17,5.42,17.17,23.23,40.88,963.51,0.95,0
19.07.2019,1.49,0.21,127.15,18.11,2.83,19.93,24.37,47.54,965.62,1.18,0
20.07.2019,1.62,0.22,115.65,18.09,2.61,19.16,25.48,48.25,965.75,1.64,0
21.07.2019,1.62,0.2,91.38,11.17,1.87,14.3,24.11,63.41,971.43,1.15,176.17
22.07.2019,1.67,0.26,125.55,24.73,5.65,14.53,25.55,52.97,973.06,0.68,0
23.07.2019,1.79,0.28,129.64,26.99,5.66,18.32,26.65,49.14,969.85,1.46,0
24.07.2019,1.86,0.33,150.72,32.67,5.54,22.86,28.54,44.36,966.92,0.83,0
25.07.2019,2.05,0.33,161.11,33.93,5.33,25.67,29.19,44.64,965.2,1.1,0
26.07.2019,1.9,0.22,159.74,18.98,2.71,21.9,28.59,44.97,960.94,1.5,44.33
27.07.2019,1.52,0.16,133.06,8.56,1.51,9.15,22.67,65.79,955.01,1.34,178.52
28.07.2019,1.26,0.15,67.88,7.23,0.86,7.13,17.84,88.56,955.19,1.88,758.17
29.07.2019,1.24,0.18,83.38,13.31,4.61,8.52,20.23,67.43,961.92,1.26,0
30.07.2019,1.34,0.17,115.4,10.81,2.21,11.37,22.86,58.19,964.49,1.72,48.77
31.07.2019,1.28,0.17,85.25,12.21,3.15,10.35,19.87,66,968.28,1.18,116.62
01.08.2019,2.48,0.19,103.19,13.28,2.43,14.14,21.68,50.32,967.03,0.85,4.08
02.08.2019,2,0.21,88.4,15.19,2.72,16.21,20.25,61.9,965.6,1.81,98.93
03.08.2019,1.38,0.17,108.19,11.45,1.89,10.32,21.62,53.73,966.18,1.49,0
04.08.2019,1.64,0.21,127.43,13.86,2.37,11.92,22.4,51.42,965.82,1.07,0
05.08.2019,1.65,0.22,131.52,19.68,3.65,15.34,24.98,53.21,964.16,1.34,69.35
06.08.2019,1.45,0.22,89.69,19.35,4.44,14.18,21.4,78.27,963.75,1.95,438.15
07.08.2019,1.37,0.21,83.46,18.05,3.75,11.29,19.83,81.12,962.01,1.59,267.4
08.08.2019,1.32,0.23,92.34,21.37,7.18,11.05,21.82,65.81,964.09,0.79,0.03
09.08.2019,1.48,0.26,102.53,25.27,5.84,12.89,25.25,58.75,962.57,1.24,11.42
10.08.2019,1.34,0.18,78.1,11.06,3.38,7.41,20.71,79.14,967.96,1.59,366.85
11.08.2019,1.38,0.18,83.67,10.22,3.22,9.31,21.06,71.52,966.19,1.66,182.73
12.08.2019,1.23,0.25,65.73,16.81,5.82,7.45,17.15,84.14,967.54,1.09,269.85
13.08.2019,1.28,0.16,81.32,15.31,4.85,8.47,17.39,65.27,969.45,1.05,0
14.08.2019,1.44,0.23,92.24,25.16,9.49,10.64,18.09,54.29,968.84,0.51,0
15.08.2019,1.4,0.2,67.36,22.02,6.74,10.27,18.07,68.92,966.97,1.25,98.15
16.08.2019,1.36,0.25,94.33,22.44,9.02,9.91,19.78,57.97,968.27,0.71,0
17.08.2019,1.49,0.25,80.05,18.84,3.84,11.68,20.87,63.18,964.61,1.39,9.75
18.08.2019,1.55,0.25,107.73,18.48,2.92,12.78,24.32,58.22,961.81,1.16,87.98
19.08.2019,1.33,0.17,85.64,14.01,3.44,7.28,19.59,81.41,968.19,1.38,559.05
20.08.2019,1.22,0.22,64.49,22.81,10.99,9.67,16.1,91.21,972.88,0.93,778.5
21.08.2019,1.31,0.2,77.64,15.25,6.03,8.04,16.54,73.34,975.38,2.52,0.33
