<article n="1">
,	PCT_W	,
en	CL_obj	en
dit	V	dire
plus	ADV	plus
long	A_qual	long
que	C_S	que
tout	D_ind	tout
commentaire	N_C	commentaire
.	PCT_S	.
<s lang="fr" n="53-13">
Je	CL_suj	il
résolus	V	résoudre
donc	ADV	donc
de	D_part	un
tenter	V	tenter
l'	D_def	la|le
aventure	N_C	aventure
le	D_def	le
dimanche	N_C	dimanche
suivant	V	suivre
si	C_S	si
les	D_def	le
conditions	N_C	condition
le	CL_obj	le
permettaient	V	permettre
.	PCT_S	.
<s lang="fr" n="53-14">
Je	CL_suj	il
passais	V	passer
une	PRO_card	un
très	ADV	très
mauvaise	A_qual	mauvais
semaine	N_C	semaine
.	PCT_S	.
<s lang="fr" n="53-15">
La	D_def	le
nuit	N_C	nuit
j'	CL_suj	il
étais	V	être
sans	ADV	sans
cesse	V	cesser
en	P	en
lutte	N_C	lutte
avec	P	avec
la	D_def	le
paroi	N_C	paroi
glacée	A_qual	glacé
;	PCT_W	;
<s lang="fr" n="53-16">
une	D_ind	un
certaine	A_ind	certain
roche	N_C	roche
bombée	A_qual	bombé
dont	PRO_rel	dont
parle	V	parler
le	D_def	le
guide	N_C	guide
me	CL_refl	je
donnait	V	donner
du	P	de
fil	N_C	fil
à	P	à
retordre	V	retordre
comme	ADV	comme
ni	ADV	ni
le	D_def	le
Mythen	N_P	unk
ni	C_C	ni
les	N_P	le
Kreuzberge	N_P	Kreuzberge
ne	ADV	ne
se	CL_refl	il
l'	CL_obj	la|le
étaient	V	être
jamais	ADV	jamais
permis	V	permettre
;	PCT_W	;
<s lang="fr" n="53-17">
je	CL_suj	il
faisais	V	faire
sur	P	sur
la	D_def	le
glace	N_C	glace
d'	P	de
effrayantes	A_qual	effrayant
et	C_C	et
vertigineuses	A_qual	vertigineux
glissades	N_C	glissade
,	PCT_W	,
mais	C_C	mais
les	D_def	le
chutes	N_C	chute
de	P	de
pierres	N_C	pierre
me	CL_refl	je
délivraient	V	délivrer
généralement	ADV	généralement
de	D_part	un
tous	A_ind	tout
ces	D_dem	ce
maux	N_C	mal
car	C_C	car
,	PCT_W	,
dans	P	dans
leur	D_poss	son
vacarme	N_C	vacarme
épouvantable	A_qual	épouvantable
,	PCT_W	,
elles	CL_suj	il
avaient	V	avoir
le	D_def	le
don	N_C	don
de	P	de
me	CL_obj	me
...	PCT_W	...
réveiller	V	réveiller
.	PCT_S	.
<s lang="fr" n="53-18">
Le	D_def	le
vendredi	N_C	vendredi
soir	N_C	soir
,	PCT_W	,
je	CL_suj	il
fis	V	faire
mon	D_poss	son
sac	N_C	sac
.	PCT_S	.
<s lang="fr" n="53-19">
J'	CL_suj	il
y	CL_obj	y
mis	V	mettre
espadrilles	N_C	espadrille
,	PCT_W	,
crampons	N_C	crampon
,	PCT_W	,
tente	V	tenter
(	PCT_W	(
Zdarsky	N_P	Zdarsky
)	PCT_W	)
pour	P	pour
bivouac	N_P	bivouac
éventuel	A_qual	éventuel
,	PCT_W	,
30	N_card	@card@
m.	N_C	mètre
de	P	de
corde	N_C	corde
et	N_P	et
des	N_P	de
pitons	V	unk
pour	P	pour
le	D_def	le
cas	N_C	cas
où	PRO_rel	où
il	CL_suj	il
faudrait	V	falloir
redescendre	V	redescendre
en	P	en
pleine	A_qual	plein
paroi	N_C	paroi
.	PCT_S	.
<s lang="fr" n="53-20">
Et	C_C	et
le	D_def	le
samedi	N_C	samedi
je	CL_suj	il
descendais	V	descendre
du	P	de
train	N_C	train
à	P	à
Erstfeld	N_P	Erstfeld
et	C_C	et
me	CL_obj	me
mis	V	mettre
immédiatement	ADV	immédiatement
en	P	en
route	N_C	route
.	PCT_S	.
<s lang="fr" n="53-21">
Dans	P	dans
les	D_def	le
rochers	N_C	rocher
sud-ouest	A_qual	sud-ouest
du	N_P	du
Belmeten	N_P	unk
,	PCT_W	,
c'	PRO_dem	ce
est	V	être
une	D_ind	un
fournaise	N_C	fournaise
.	PCT_S	.
<s lang="fr" n="53-22">
Le	D_def	le
chemin	N_C	chemin
est	V	être
nouveau	A_qual	nouveau
pour	P	pour
moi	PRO	soi
.	PCT_S	.
<s lang="fr" n="53-23">
Passant	V	passer
à	P	à
Schwendiberg	N_P	Schwendiberg
(	PCT_W	(
où	PRO_rel	où
un	D_ind	un
téléférage	N_C	téléférage
vertigineux	A_qual	vertigineux
m'	CL_refl	je
eût	V	avoir
amené	V	amener
avec	ADV	avec
moins	ADV	moins
de	D_ind	un
peine	N_C	peine
)	PCT_W	)
,	PCT_W	,
je	CL_suj	il
me	CL_obj	me
dirige	V	diriger
sur	P	sur
le	D_def	le
pâturage	N_C	pâturage
de	P	de
Rone	N_P	unk
(	PCT_W	(
1526	N_card	@card@
)	PCT_W	)
par	P	par
le	D_def	le
Plattental	N_P	Plattental
.	PCT_S	.
<s lang="fr" n="53-24">
La	D_def	le
flore	N_C	flore
est	V	être
magnifique	A_qual	magnifique
.	PCT_S	.
<s lang="fr" n="53-25">
Elle	CL_suj	il
égaie	V	égayer
et	C_C	et
raccourcit	V	raccourcir
le	D_def	le
chemin	N_C	chemin
au	P	à
solitaire	A_qual	solitaire
et	C_C	et
lui	CL_obj	lui
rappelle	V	rappeler
d'	P	de
autres	A_ind	autre
courses	N_C	course
en	P	en
compagnie	N_C	compagnie
de	P	de
ces	D_dem	ce
charmantes	A_qual	charmant
fleurettes	N_C	fleurette
de	P	de
nos	D_poss	son
Alpes	N_P	Alpes
.	PCT_S	.
<s lang="fr" n="53-26">
Chaque	D_ind	chaque
fleur	N_C	fleur
nouvelle	A_qual	nouveau
est	V	être
un	D_ind	un
plaisir	N_C	plaisir
nouveau	A_qual	nouveau
et	C_C	et
le	D_def	le
gazon	N_C	gazon
de	P	de
ces	D_dem	ce
alpages	N_C	alpage
semble	V	sembler
avoir	V	avoir
mis	V	mettre
sa	D_poss	son
parure	N_C	parure
de	P	de
fête	N_C	fête
.	PCT_S	.
<s lang="fr" n="53-27">
Et	C_C	et
<s lang="fr" n="53-168">
"	PCT_W	&quot;
)	PCT_W	)
Clubführer	V	unk
des	P	de
S.A.C.	N_P	Schweizer_Alpenclub
,	PCT_W	,
Urneralpen	N_P	unk
,	PCT_W	,
vol.	N_C	volume
I.	N_P	I.
pourtant	ADV	pourtant
,	PCT_W	,
c'	PRO_dem	ce
est	V	être
presque	ADV	presque
tous	A_ind	tout
les	D_def	le
dimanches	N_C	dimanche
qu'	C_S	que
il	CL_suj	il
m'	CL_obj	me
est	V	être
donné	V	donner
de	P	de
voir	V	voir
cet	D_dem	ce
enchantement	N_C	enchantement
,	PCT_W	,
mais	C_C	mais
on	CL_suj	il
ne	ADV	ne
regarde	V	regarder
pas	ADV	pas
toujours	ADV	toujours
de	P	de
la	D_def	le
même	A_ind	même
manière	N_C	manière
.	PCT_S	.
<s lang="fr" n="53-28">
Aujourd'hui	ADV	aujourd'hui
,	PCT_W	,
par	P	par
exemple	N_C	exemple
,	PCT_W	,
je	CL_suj	il
n'	ADV	ne
ai	V	avoir
pas	ADV	pas
le	D_def	le
sentiment	N_C	sentiment
d'	P	de
aller	V	aller
à	P	à
une	D_ind	un
fête	N_C	fête
et	C_C	et
les	D_def	le
plus	ADV	plus
troublantes	A_qual	troublant
pensées	N_C	pensée
s'	CL_refl	il
agitent	V	agiter
en	P	en
moi	PRO	soi
.	PCT_S	.
<s lang="fr" n="53-29">
A	P	à
7	N_card	@card@
heures	N_C	heure
je	CL_suj	il
passe	V	passer
à	P	à
l'	D_def	la|le
alpage	N_C	alpage
du	N_P	du
Höfli	N_P	Höfli
(	PCT_W	(
1930	N_card	@card@
m.	N_C	mètre
)	PCT_W	)
.	PCT_S	.
<s lang="fr" n="53-30">
C'	PRO_dem	ce
est	V	être
ici	ADV	ici
que	ADV	que
,	PCT_W	,
selon	P	selon
les	D_def	le
prédictions	N_C	prédiction
d'	P	de
un	D_ind	un
Uranais	N_C	unk
,	PCT_W	,
la	D_def	le
nuit	N_C	nuit
devait	V	devoir
me	CL_refl	je
surprendre	V	surprendre
et	C_C	et
m'	CL_obj	me
empêcher	V	empêcher
d'	P	de
aller	V	aller
encore	ADV	encore
ce	D_dem	ce
soir	N_C	soir
jusqu'	P	jusque
à	P	à
Seewlialp	N_P	unk
.	PCT_S	.
<s lang="fr" n="53-31">
Il	CL_suj	il
avait	V	avoir
mal	ADV	mal
fait	V	faire
son	D_poss	son
compte	N_C	compte
car	C_C	car
j'	CL_suj	il
ai	V	avoir
encore	ADV	encore
deux	D_card	deux
heures	N_C	heure
de	P	de
jour	N_C	jour
et	C_C	et
j'	CL_suj	il
entreprends	V	entreprendre
aussitôt	ADV	aussitôt
de	D_part	un
chercher	V	chercher
le	D_def	le
chemin	N_C	chemin
qui	PRO_rel	qui
,	PCT_W	,
à	P	à
travers	N_C	travers
les	D_def	le
rochers	N_C	rocher
du	N_P	du
Rinderstock	N_P	Rinderstock
,	PCT_W	,
conduit	V	conduire
à	P	à
Seewlialp	N_P	unk
.	PCT_S	.
<s lang="fr" n="53-32">
Je	CL_suj	il
le	CL_obj	le
découvre	V	découvrir
sans	ADV	sans
trop	ADV	trop
de	D_ind	un
peine	N_C	peine
;	PCT_W	;
<s lang="fr" n="53-33">
il	CL_suj	il
est	V	être
mieux	ADV	mieux
tracé	V	tracer
que	ADV	que
ne	ADV	ne
le	CL_obj	le
dit	V	dire
le	D_def	le
guide	N_C	guide
,	PCT_W	,
mais	C_C	mais
il	CL_suj	il
monte	V	monter
et	C_C	et
descend	V	descendre
au	P	à
gré	N_C	gré
des	P	de
vires	N_C	vire|vires
gazonnées	V	gazonner
ou	C_C	ou
rocheuses	A_qual	rocheux
qu'	C_S	que
il	CL_suj	il
longe	V	longer
.	PCT_S	.
<s lang="fr" n="53-34">
A	P	à
20	N_card	@card@
h.	N_C	heure
15	N_card	@card@
j'	CL_suj	il
arrive	V	arriver
à	P	à
Seewlialp	N_P	unk
(	PCT_W	(
2008	N_card	@card@
m.	N_C	mètre
)	PCT_W	)
et	C_C	et
me	CL_refl	je
mets	V	mettre
incontinent	ADV	incontinent
à	P	à
la	D_def	le
recherche	N_C	recherche
du	P	de
chalet	N_C	chalet
qui	PRO_rel	qui
doit	V	devoir
être	V	être
ouvert	V	ouvrir
et	C_C	et
qui	PRO_rel	qui
a	V	avoir
du	D_part	du
foin	I	foin
.	PCT_S	.
<s lang="fr" n="53-35">
J'	CL_suj	il
inspecte	V	inspecter
sept	D_card	sept
portes	N_C	porte
sans	P	sans
succès	N_C	succès
,	PCT_W	,
mais	C_C	mais
le	D_def	le
huitième	A_ord	huitième
et	C_C	et
dernier	A_qual	dernier
chalet	N_C	chalet
est	V	être
le	D_def	le
bon	N_C	bon
.	PCT_S	.
<s lang="fr" n="53-36">
Sans	P	sans
perdre	V	perdre
de	D_ind	un
temps	N_C	temps
,	PCT_W	,
je	CL_suj	il
mets	V	mettre
sac	N_C	sac
à	P	à
terre	N_C	terre
,	PCT_W	,
en	CL_obj	en
sors	V	sortir
le	D_def	le
guide	N_C	guide
et	N_P	et
vais	V	aller
en	P	en
quête	N_C	quête
d'	P	de
un	D_ind	un
emplacement	N_C	emplacement
favorable	A_qual	favorable
pour	P	pour
étudier	V	étudier
la	D_def	le
route	N_C	route
à	P	à
suivre	V	suivre
le	D_def	le
lendemain	N_C	lendemain
.	PCT_S	.
<s lang="fr" n="53-37">
A	P	à
cinq	D_card	cinq
minutes	N_C	minute
des	P	de
chalets	N_C	chalet
se	CL_refl	il
trouve	V	trouver
le	D_def	le
lac	N_C	lac
encore	ADV	encore
endormi	V	endormir
sous	P	sous
une	N_C	une
dernière	A_qual	dernier
et	C_C	et
fragile	A_qual	fragile
couche	N_C	couche
de	P	de
glace	N_C	glace
.	PCT_S	.
<s lang="fr" n="53-38">
Derrière	P	derrière
lui	PRO	lui
,	PCT_W	,
après	P	après
les	D_def	le
pierriers	N_C	pierrier
obligatoires	A_qual	obligatoire
,	PCT_W	,
se	CL_refl	il
dresse	V	dresser
,	PCT_W	,
formidable	A_qual	formidable
,	PCT_W	,
la	D_def	le
paroi	N_C	paroi
nord	N_P	Nord
de	P	de
la	D_def	le
Grande	N_P	Grande
Windgälle	N_P	unk
.	PCT_S	.
<s lang="fr" n="53-39">
Pour	P	pour
le	D_def	le
moment	N_C	moment
,	PCT_W	,
les	D_def	le
derniers	A_qual	dernier
rayons	N_C	rayon
du	P	de
soleil	N_C	soleil
la	CL_obj	le
caressent	V	caresser
encore	ADV	encore
,	PCT_W	,
lui	CL_obj	lui
donnant	V	donner
beaucoup	ADV	beaucoup
de	D_ind	un
plastique	N_C	plastique
et	C_C	et
un	D_ind	un
peu	N_C	peu
de	P	de
douceur	N_C	douceur
.	PCT_S	.
<s lang="fr" n="53-40">
Je	CL_suj	il
trouve	V	trouver
facilement	ADV	facilement
la	D_def	le
route	N_C	route
à	P	à
suivre	V	suivre
et	C_C	et
pour	P	pour
cause	N_C	cause
.	PCT_S	.
<s lang="fr" n="53-41">
Un	D_ind	un
seul	A_ind	seul
endroit	N_C	endroit
permet	V	permettre
de	D_part	un
s'	CL_refl	il
élever	V	élever
au-dessus	ADV	au-dessus
du	D_part	du
premier	A_ord	premier
surplomb	N_C	surplomb
et	C_C	et
dès	P	dès
lors	ADV	lors
on	CL_suj	il
suit	V	suivre
plus	ADV	plus
ou	C_C	ou
moins	ADV	moins
une	D_ind	un
sorte	N_C	sorte
de	P	de
large	A_qual	large
couloir	N_C	couloir
tout	ADV	tout
en	P	en
dalles	N_C	dalle
.	PCT_S	.
<s lang="fr" n="53-42">
Je	CL_suj	il
savais	V	savoir
ainsi	ADV	ainsi
où	PRO_rel	où
me	CL_obj	me
diriger	V	diriger
et	C_C	et
je	CL_suj	il
fus	V	être
vite	ADV	vite
de	D_ind	un
retour	N_C	retour
à	P	à
l'	D_def	la|le
hospitalier	A_qual	hospitalier
chalet	N_C	chalet
.	PCT_S	.
<s lang="fr" n="53-43">
Il	CL_suj	il
fait	V	faire
déjà	ADV	déjà
nuit	V	nuire
.	PCT_S	.
<s lang="fr" n="53-44">
Je	CL_suj	il
devrais	V	devoir
manger	V	manger
pour	P	pour
être	V	être
en	P	en
forme	V	former
le	D_def	le
lendemain	N_C	lendemain
;	PCT_W	;
<s lang="fr" n="53-45">
je	CL_suj	il
devrais	V	devoir
boire	V	boire
pour	P	pour
remplacer	V	remplacer
toute	A_ind	tout
la	D_def	le
transpiration	N_C	transpiration
de	P	de
cette	D_dem	ce
journée	N_C	journée
.	PCT_S	.
<s lang="fr" n="53-46">
Je	CL_suj	il
devrais	V	devoir
tâcher	V	tâcher
d'	P	de
alléger	V	alléger
un	D_ind	un
peu	PRO_ind	peu
mon	D_poss	son
sac	N_C	sac
.	PCT_S	.
<s lang="fr" n="53-47">
Il	CL_suj	il
sera	V	être
toujours	ADV	toujours
assez	ADV	assez
lourd	A_qual	lourd
à	P	à
hisser	V	hisser
le	D_def	le
long	N_C	long
de	P	de
ces	D_dem	ce
dalles	N_C	dalle
.	PCT_S	.
<s lang="fr" n="53-48">
Mais	C_C	mais
de	D_ind	un
multiples	A_qual	multiple
impressions	N_C	impression
s'	CL_refl	il
entrechoquent	V	entrechoquer
dans	P	dans
ma	D_poss	son
tête	N_C	tête
et	N_P	et
refoulent	V	refouler
soif	N_C	soif
et	C_C	et
appétit	N_C	appétit
.	PCT_S	.
<s lang="fr" n="53-49">
Par	P	par
la	D_def	le
porte	N_C	porte
entr'ouverte	A_qual	entr'ouvert
de	P	de
mon	D_poss	son
chalet	N_C	chalet
,	PCT_W	,
planant	A_qual	planant
pardessus	N_C	pardessus
les	D_def	le
rochers	N_C	rocher
que	PRO_rel	que
domine	V	dominer
gracieusement	ADV	gracieusement
cet	D_dem	ce
alpage	N_C	alpage
,	PCT_W	,
mon	D_poss	son
regard	N_C	regard
retourne	V	retourner
à	P	à
la	D_def	le
vallée	N_C	vallée
.	PCT_S	.
<s lang="fr" n="53-50">
De	P	de
mon	D_poss	son
haut	A_qual	haut
plateau	N_C	plateau
j'	CL_suj	il
entends	V	entendre
des	D_ind	un
bruits	N_C	bruit
confus	A_qual	confus
apportés	V	apporter
par	P	par
la	D_def	le
brise	N_C	brise
:	PCT_W	:
<s lang="fr" n="53-51">
le	D_def	le
train	N_C	train
du	P	de
Gothard	N_P	Gothard
avec	P	avec
ses	D_poss	son
lourdes	A_qual	lourd
machines	N_C	machine
et	C_C	et
de	D_ind	un
temps	N_C	temps
à	P	à
autres	PRO_ind	autre
un	D_ind	un
clackson	N_C	clackson
d'	P	de
automobile	N_C	automobile
,	PCT_W	,
faible	A_qual	faible
,	PCT_W	,
très	ADV	très
faible	A_qual	faible
.	PCT_S	.
<s lang="fr" n="53-52">
Il	CL_suj	il
me	CL_obj	me
semble	V	sembler
être	V	être
ici	ADV	ici
la	D_def	le
chèvre	N_C	chèvre
de	P	de
Monsieur	N_C	Monsieur
Seguin	N_P	Seguin
à	P	à
qui	PRO_int	qui
la	CL_obj	le
trompe	V	tromper
de	D_part	un
la	D_def	le
vallée	N_C	vallée
conseillait	V	conseiller
de	D_part	un
revenir	V	revenir
.	PCT_S	.
<s lang="fr" n="53-53">
Puis	C_C	puis
l'	D_def	la|le
amour-propre	N_C	amour-propre
reprenant	V	reprendre
le	D_def	le
dessus	ADV	dessus
chasse	N_C	chasse
instantanément	V	unk
toute	A_ind	tout
cette	D_dem	ce
rêverie	N_C	rêverie
.	PCT_S	.
<s lang="fr" n="53-54">
Je	CL_suj	il
me	CL_obj	me
retourne	V	retourner
vers	P	vers
ma	D_poss	son
paroi	N_C	paroi
.	PCT_S	.
<s lang="fr" n="53-55">
Elle	CL_suj	il
est	V	être
fière	A_qual	fier
dans	P	dans
la	D_def	le
demi-obscurité	N_C	unk
,	PCT_W	,
elle	CL_suj	il
est	V	être
grande	A_qual	grand
et	C_C	et
écrasante	A_qual	écrasant
.	PCT_S	.
<s lang="fr" n="53-56">
Je	CL_suj	il
la	CL_obj	le
trouve	V	trouver
même	ADV	même
hautaine	A_qual	hautain
et	C_C	et
cela	PRO_dem	cela
me	CL_refl	je
redonne	V	redonner
courage	N_C	courage
.	PCT_S	.
<s lang="fr" n="53-57">
Je	CL_suj	il
reporte	V	reporter
mes	D_poss	son
regards	N_C	regard
vers	P	vers
l'	D_def	la|le
ouest	N_C	ouest
,	PCT_W	,
et	C_C	et
les	D_def	le
souvenirs	N_C	souvenir
,	PCT_W	,
de	D_ind	un
nouveau	N_C	nouveau
,	PCT_W	,
en	P	en
foule	N_C	foule
m'	CL_refl	je
envahissent	V	envahir
.	PCT_S	.
<s lang="fr" n="53-58">
Dans	P	dans
tous	A_ind	tout
ces	D_dem	ce
sommets	N_C	sommet
d'	P	de
en	CL_obj	en
face	V	faire_face
je	CL_suj	il
retrouve	V	retrouver
des	D_ind	un
connaissances	N_C	connaissance
.	PCT_S	.
<s lang="fr" n="53-59">
C'	PRO_dem	ce
est	V	être
d'	P	de
abord	N_C	abord
la	D_def	le
Krönte	N_P	unk
qui	PRO_rel	qui
domine	V	dominer
majestueusement	ADV	majestueusement
le	D_def	le
Glattefirn	N_P	unk
et	C_C	et
la	D_def	le
vallée	N_C	vallée
de	P	de
la	D_def	le
Reuss	N_P	unk
,	PCT_W	,
les	D_def	le
Spannort	N_P	unk
et	C_C	et
à	P	à
leur	D_poss	son
droite	N_C	droite
le	D_def	le
Schlossberg	N_P	Schlossberg
avec	P	avec
sa	D_poss	son
belle	A_qual	beau
paroi	N_C	paroi
.	PCT_S	.
<s lang="fr" n="53-60">
Derrière	P	derrière
eux	PRO	lui
le	D_def	le
Titlis	N_P	Titlis
qui	PRO_rel	qui
,	PCT_W	,
cet	D_dem	ce
hiver	N_C	hiver
,	PCT_W	,
m'	CL_obj	me
a	V	avoir
reçu	V	recevoir
deux	D_card	deux
fois	N_C	fois
dans	P	dans
le	D_def	le
brouillard	N_C	brouillard
.	PCT_S	.
<s lang="fr" n="53-61">
Puis	C_C	puis
viennent	V	venir
les	D_def	le
Grandes	A_qual	grand
Bernoises	N_C	unk
qu'	C_S	que
on	CL_suj	il
a	V	avoir
peine	N_C	peine
à	P	à
distinguer	V	distinguer
et	N_P	et
,	PCT_W	,
au	P	à
fond	N_C	fond
,	PCT_W	,
dans	P	dans
le	D_def	le
domaine	N_C	domaine
des	P	de
rêves	N_C	rêve
,	PCT_W	,
le	D_def	le
Wildhorn	N_P	Wildhorn
,	PCT_W	,
mon	D_poss	son
premier	A_ord	premier
haut	N_C	haut
sommet	N_C	sommet
.	PCT_S	.
<s lang="fr" n="53-62">
Plus	ADV	plus
loin	ADV	loin
encore	ADV	encore
dorment	V	dormir
les	D_def	le
Diablerets	N_P	Diablerets
,	PCT_W	,
la	D_def	le
porte	N_C	porte
du	P	de
pays	N_C	pays
,	PCT_W	,
puis	C_C	puis
les	N_P	le
Rochers	N_P	Rochers
de	N_P	de
Naye	N_P	Naye
,	PCT_W	,
où	PRO_rel	où
je	CL_suj	il
fis	V	faire
mes	D_poss	son
premiers	A_ord	premier
pas	N_C	pas
dans	P	dans
la	D_def	le
montagne	N_C	montagne
.	PCT_S	.
<s lang="fr" n="53-63">
Et	C_C	et
sur	P	sur
leurs	D_poss	son
flancs	N_C	flanc
la	D_def	le
maison	N_C	maison
,	PCT_W	,
les	D_def	le
parents	N_C	parent
.	PCT_S	.
<s lang="fr" n="53-64">
A	P	à
ce	D_dem	ce
moment	N_C	moment
précis	A_qual	précis
,	PCT_W	,
la	D_def	le
bougie	N_C	bougie
,	PCT_W	,
que	PRO_rel	que
j'	CL_suj	il
avais	V	avoir
omis	V	omettre
de	D_part	un
remonter	V	remonter
dans	P	dans
la	D_def	le
lanterne	N_C	lanterne
,	PCT_W	,
tombe	V	tomber
sur	P	sur
le	D_def	le
plancher	N_C	plancher
,	PCT_W	,
s'	CL_refl	il
éteint	V	éteindre
et	C_C	et
me	CL_obj	me
tire	V	tirer
de	P	de
ma	D_poss	son
rêverie	N_C	rêverie
qui	PRO_rel	qui
commençait	V	commencer
à	P	à
gambader	V	gambader
un	D_ind	un
peu	PRO_ind	peu
loin	ADV	loin
.	PCT_S	.
<s lang="fr" n="53-65">
Le	D_def	le
dégât	N_C	dégât
réparé	V	réparer
,	PCT_W	,
toute	A_ind	tout
la	D_def	le
réalité	N_C	réalité
,	PCT_W	,
c'est-à-dire	P	c'est-à-dire
ma	D_poss	son
vaisselle	N_C	vaisselle
et	C_C	et
mes	D_poss	son
provisions	N_C	provision
à	P	à
peine	N_C	peine
entamées	V	entamer
,	PCT_W	,
s'	CL_refl	il
étale	V	étaler
à	P	à
mes	D_poss	son
yeux	N_C	oeil
.	PCT_S	.
<s lang="fr" n="53-66">
A	P	à
21	N_card	@card@
h.	N_C	heure
30	N_card	@card@
,	PCT_W	,
avant	P	avant
d'	P	de
aller	V	aller
m'	CL_obj	me
étendre	V	étendre
,	PCT_W	,
je	CL_suj	il
note	V	noter
:	PCT_W	:
<s lang="fr" n="53-67">
II	N_card	@card@
fait	V	faire
doux	A_qual	doux
,	PCT_W	,
ciel	N_C	ciel
presque	ADV	presque
pur	A_qual	pur
,	PCT_W	,
je	CL_suj	il
suis	V	être
calme	A_qual	calme
,	PCT_W	,
plus	ADV	plus
rassuré	V	rassurer
que	ADV	que
tous	A_ind	tout
ces	D_dem	ce
soirs	N_C	soir
passés	A_qual	passé
.	PCT_S	.
<s lang="fr" n="53-68">
Que	PRO_int	que
va	V	aller
être	V	être
ce	D_dem	ce
14	N_card	@card@
juin	N_C	juin
?	PCT_S	?
<s lang="fr" n="53-69">
Verrai	V	unk
-je	CL_suj	il
le	D_def	le
sommet	N_C	sommet
,	PCT_W	,
à	P	à
quelle	D_int	quel
heure	N_C	heure
,	PCT_W	,
devrai	V	devoir
-je	CL_suj	il
bivouaquer	V	bivouaquer
,	PCT_W	,
reculer	V	reculer
,	PCT_W	,
essuyer	V	essuyer
un	D_ind	un
échec	N_C	échec
ou	C_C	ou
même	ADV	même
y	CL_obj	y
laisser	V	laisser
ma	D_poss	son
peau	N_C	peau
?	PCT_S	?
<s lang="fr" n="53-70">
14	N_card	@card@
juin	N_C	juin
,	PCT_W	,
4	N_card	@card@
h.	N_C	heure
40	N_card	@card@
:	PCT_W	:
<s lang="fr" n="53-71">
Nuit	N_C	nuit
sans	P	sans
sommeil	N_C	sommeil
,	PCT_W	,
soif	N_C	soif
dévorante	A_qual	dévorant
et	C_C	et
pourtant	ADV	pourtant
je	CL_suj	il
ne	ADV	ne
puis	ADV	puis
avaler	V	avaler
mon	D_poss	son
thé	N_C	thé
.	PCT_S	.
<s lang="fr" n="53-72">
Pas	ADV	pas
le	D_def	le
moindre	A_qual	moindre
appétit	N_C	appétit
.	PCT_S	.
<s lang="fr" n="53-73">
Je	CL_suj	il
mangerai	V	manger
plus	ADV	plus
haut	A_qual	haut
.	PCT_S	.
<s lang="fr" n="53-74">
Temps	N_C	temps
doux	A_qual	doux
toujours	ADV	toujours
pareil	A_qual	pareil
.	PCT_S	.
<s lang="fr" n="53-75">
Baromètre	N_P	unk
baissé	V	baisser
d'	P	de
un	D_ind	un
degré	N_C	degré
.	PCT_S	.
<s lang="fr" n="53-76">
5	N_card	@card@
h.	N_C	heure
45	N_card	@card@
,	PCT_W	,
2350	N_card	@card@
m.	N_C	mètre
:	PCT_W	:
Ici	ADV	ici
l'	D_def	la|le
unique	A_qual	unique
entrée	N_C	entrée
dans	P	dans
la	D_def	le
paroi	N_C	paroi
.	PCT_S	.
<s lang="fr" n="53-77">
Sur	P	sur
les	D_def	le
crampons	N_C	crampon
depuis	P	depuis
une	D_ind	un
demi-heure	N_C	demi-heure
pour	P	pour
gravir	V	gravir
le	D_def	le
névé	N_C	névé
qui	PRO_rel	qui
m'	CL_obj	me
a	V	avoir
conduit	V	conduire
sans	P	sans
peine	N_C	peine
jusqu'	P	jusque
à	P	à
cette	D_dem	ce
vire	N_C	vire
.	PCT_S	.
<s lang="fr" n="53-78">
Neige	V	neiger
semée	V	semer
de	D_ind	un
cailloux	N_C	caillou
mais	C_C	mais
pas	ADV	pas
encore	ADV	encore
de	D_ind	un
chutes	N_C	chute
de	P	de
pierres	N_C	pierre
.	PCT_S	.
<s lang="fr" n="53-79">
6	N_card	@card@
h.	N_C	heure
10	N_card	@card@
:	PCT_W	:
<s lang="fr" n="53-80">
Quitte	N_P	unk
neige	V	neiger
et	C_C	et
crampons	N_C	crampon
et	C_C	et
attaque	N_C	attaque
bon	A_qual	bon
rocher	V	rocher
.	PCT_S	.
<s lang="fr" n="53-81">
Une	D_ind	un
roche	N_C	roche
honnête	A_qual	honnête
,	PCT_W	,
comme	C_C	comme
dirait	V	dire
Guido	N_P	Guido
Rey	N_P	Rey
,	PCT_W	,
et	C_C	et
varappe	V	varapper
assez	ADV	assez
facile	A_qual	facile
.	PCT_S	.
<s lang="fr" n="53-82">
6	N_card	@card@
h.	N_C	heure
50	N_card	@card@
,	PCT_W	,
2550	N_card	@card@
m.	N_C	mètre
:	PCT_W	:
<s lang="fr" n="53-83">
La	D_def	le
première	A_ord	premier
partie	N_C	partie
est	V	être
derrière	P	derrière
moi	PRO	soi
,	PCT_W	,
la	D_def	le
neige	N_C	neige
que	PRO_rel	que
je	CL_suj	il
dois	V	devoir
parfois	ADV	parfois
traverser	V	traverser
ou	C_C	ou
gravir	V	gravir
est	V	être
on	CL_suj	il
ne	ADV	ne
peut	V	pouvoir
plus	ADV	plus
favorable	A_qual	favorable
,	PCT_W	,
ni	ADV	ni
dure	A_qual	dur
ni	C_C	ni
profonde	A_qual	profond
.	PCT_S	.
<s lang="fr" n="53-84">
A	P	à
6	N_card	@card@
h.	N_C	heure
30	N_card	@card@
j'	CL_suj	il
ai	V	avoir
passé	V	passer
sous	P	sous
